word	level	also	pinyin	pos
使馆	4		shǐguǎn	名
侃侃而谈	7		kǎnkǎn’értán	
侄子	6		zhízi	名
例外	6		lìwài	动、名
例如	4		lìrú	动
例子	4		lìzi	名
侍候	7		shìhòu	动
供	7		gōng	动
供不应求	7		gōngbúyìngqiú	
供养	7		gōngyǎng	动
供奉	7		gòngfèng	动、名
供应	6		gōngyìng	动
供应链	7		gōngyìngliàn	名
供暖	7		gōngnuǎn	动
供求	7		gōngqiú	名
供给	6		gōngjǐ	动
供需	7		gōngxū	名
依	7		yī	动、介
依依不舍	7		yīyī-bùshě	
依托	7		yītuō	动
依据	5		yījù	名、动、介
依旧	6		yījiù	动、副
依次	7		yīcì	副
依法	7		yīfǎ	副
依然	5		yīrán	副
依照	7		yīzhào	动、介
依赖	6		yīlài	动
依附	7		yīfù	动
依靠	5		yīkào	动、名
侥幸	7		jiǎoxìng	形
侦探	7		zhēntàn	动、名
侦查	7		zhēnchá	动
侧	6		cè	名、动
侧重	7		cèzhòng	动
侧面	7		cèmiàn	名
侮辱	7		wǔrǔ	动
侵占	7		qīnzhàn	动
侵害	7		qīnhài	动
侵权	7		qīnquán	动
侵犯	7		qīnfàn	动
侵略	7		qīnlüè	动
便	5		biàn	副
便于	4		biànyú	动
便利	5		biànlì	形、动
便利店	5		biànlìdiàn	名
便宜	1		piányi	形
便捷	6		biànjié	形
便携式	7		biànxiéshì	形
便饭	7		biànfàn	名
促使	5		cùshǐ	动
促成	7		cùchéng	动
促进	5		cùjìn	动
促销	5		cùxiāo	动
俊	7		jùn	形
俊俏	7		jùnqiào	形
俗	7		sú	形
俗称	7		súchēng	动、名
俗话	7		súhuà	名
俗语	7		súyǔ	名
俘获	7		fúhuò	动
俘虏	7		fúlǔ	动、名
保	5		bǎo	动、名
保佑	7		bǎoyòu	动
保修	6		bǎoxiū	动
保健	6		bǎojiàn	动
保养	7		bǎoyǎng	动
保卫	7		bǎowèi	动
保姆	7		bǎomǔ	名
保存	5		bǎocún	动
保守	7		bǎoshǒu	动、形
保安	5		bǎo’ān	动、名
保密	7		bǎomì	动
保护	4		bǎohù	动
保持	5		bǎochí	动
保暖	6		bǎonuǎn	动
保留	5		bǎoliú	动
保管	6		bǎoguǎn	动
保证	4		bǎozhèng	动、名
保质期	5		bǎozhìqī	名
保重	7		bǎozhòng	动
保险	5		bǎoxiǎn	名、形
保障	6		bǎozhàng	动、名
保鲜	7		bǎoxiān	动
信	3		xìn	动、名
信仰	7		xìnyǎng	动、名
信件	7		xìnjiàn	名
信任	5		xìnrèn	动
信号	4		xìnhào	名
信封	5		xìnfēng	名
信心	4		xìnxīn	名
信念	6		xìnniàn	名
信息	4		xìnxī	名
信用	5		xìnyòng	名
信用卡	3		xìnyòngkǎ	名
信誉	7		xìnyù	名
信贷	7		xìndài	名
信赖	6		xìnlài	动
俩	4		liǎ	数量
修	4		xiū	动
修养	7		xiūyǎng	名
修复	6		xiūfù	动
修建	5		xiūjiàn	动
修改	5		xiūgǎi	动
修正	7		xiūzhèng	动
修理	4		xiūlǐ	动
修补	7		xiūbǔ	动
修订	6		xiūdìng	动
修长	7		xiūcháng	形
俯视	7		fǔshì	动
俯首	7		fǔshǒu	动
俱乐部	6		jùlèbù	名
倍	4		bèi	量
倍增	6		bèizēng	动
倒	4	6	dào	动、（副）
倒塌	7		dǎotā	动
倒数	7		dàoshǔ	动
倒是	6		dàoshì	副
倒计时	7		dàojìshí	动
倒车	6		dǎochē	动
倒退	7		dàotuì	动
倒闭	6		dǎobì	动
倒霉	7		dǎoméi	形
倔	7		juè	形
倔强	7		juéjiàng	形
倘若	7		tǎngruò	连
候选人	7		hòuxuǎnrén	名
倚	7		yǐ	动
借	3		jiè	动
借助	6		jièzhù	动
借口	7		jièkǒu	名
借条	7		jiètiáo	名
借用	7		jièyòng	动
借鉴	6		jièjiàn	动
倡导	7		chàngdǎo	动
倡议	7		chàngyì	动、名
债	7		zhài	名
债券	7		zhàiquàn	名
债务	7		zhàiwù	名
值	4		zhí	动、形
值得	4		zhídé	动
值班	6		zhíbān	动
值钱	7		zhíqián	形
倾倒	7		qīngdǎo	动
倾向	6		qīngxiàng	动、名
倾听	6		qīngtīng	动
倾家荡产	7		qīngjiā-dàngchǎn	
倾斜	7		qīngxié	动
倾诉	7		qīngsù	动
倾销	7		qīngxiāo	动
假	4		jiǎ	形
假使	7		jiǎshǐ	连
假冒	7		jiǎmào	动
假如	5		jiǎrú	连
假定	7		jiǎdìng	动
假日	4		jiàrì	名
假期	3		jiàqī	名
假装	7		jiǎzhuāng	动
假设	6		jiǎshè	动、名
偏	7		piān	形、动、副
偏偏	7		piānpiān	副
偏僻	7		piānpì	形
偏向	7		piānxiàng	名、动
偏差	7		piānchā	名
偏旁	7		piānpáng	名
偏爱	7		piān’ài	动
偏离	7		piānlí	动
偏见	7		piānjiàn	名
偏远	7		piānyuǎn	形
做	1		zuò	动
做主	7		zuòzhǔ	动
做客	3		zuòkè	动
做梦	4		zuòmèng	动
做法	4		zuòfǎ	名
做证	7		zuòzhèng	动
做饭	1		zuò	fàn
停	4		tíng	动
停业	7		tíngyè	动
停放	7		tíngfàng	动
停止	4		tíngzhǐ	动
停泊	7		tíngbó	动
停滞	7		tíngzhì	动
停留	5		tíngliú	动
停车	4		tíngchē	动
停车场	4		tíngchēchǎng	名
停顿	7		tíngdùn	动
健全	6		jiànquán	形、动
健壮	7		jiànzhuàng	形
健康	3		jiànkāng	形
健美	7		jiànměi	形、名
健身	4		jiànshēn	动
健身房	4		jiànshēnfáng	名
偶像	6		ǒuxiàng	名
偶尔	4		ǒu’ěr	副、形
偶然	5		ǒurán	形
偷	6		tōu	动、副
偷偷	6		tōutōu	副
偷懒	7		tōulǎn	动
偷窥	7		tōukuī	动
偿还	7		chánghuán	动
傍晚	5		bàngwǎn	名
储备	7		chǔbèi	动、名
储存	6		chǔcún	动
储蓄	6		chǔxù	动、名
储量	7		chǔliàng	名
催	5		cuī	动
催促	7		cuīcù	动
催眠	7		cuīmián	动
傲	7		ào	形
傲慢	7		àomàn	形
傻	5		shǎ	形
傻瓜	7		shǎguā	名
像	3	4,7	xiàng	动、（副）、（名）
像样	7		xiàngyàng	形
僧人	7		sēngrén	名
僵	7		jiāng	形
僵化	7		jiānghuà	动
僵局	7		jiāngjú	名
僵硬	7		jiāngyìng	形
僻静	7		pìjìng	形
儿女	5		érnǚ	名
儿子	1		érzi	名
儿科	6		érkē	名
儿童	4		értóng	名
允许	4		yǔnxǔ	动
元	1		yuán	量
元宵	6		yuánxiāo	名
元旦	5		Yuándàn	名
元素	6		yuánsù	名
元老	7		yuánlǎo	名
元首	7		yuánshǒu	名
兄弟	4		xiōngdì	名
充	7		chōng	动
充值	5		chōngzhí	动
充分	5		chōngfèn	形
充实	6		chōngshí	形、动
充当	7		chōngdāng	动
充斥	7		chōngchì	动
充沛	7		chōngpèi	形
充满	5		chōngmǎn	动
充电	5		chōngdiàn	动
充裕	7		chōngyù	形
充足	5		chōngzú	形
兆头	7		zhàotou	名
先	3		xiān	副
先例	7		xiānlì	名
先前	6		xiānqián	名
先后	5		xiānhòu	名、副
先天	7		xiāntiān	名
先生	1		xiānsheng	名
先进	5		xiānjìn	形、名
先锋	7		xiānfēng	名
光	4		guāng	名、形、动、副
光临	5		guānglín	动
光彩	7		guāngcǎi	名、形
光明	5		guāngmíng	名、形
光明磊落	7		guāngmíng-lěiluò	
光泽	7		guāngzé	名
光滑	7		guānghuá	形
光环	7		guānghuán	名
光盘	7		guāngpán	名
光线	5		guāngxiàn	名
光缆	7		guānglǎn	名
光芒	7		guāngmáng	名
光荣	7		guāngróng	形、名
光辉	7		guānghuī	名、形
光顾	7		guānggù	动
克	4		kè	量
克制	7		kèzhì	动
克服	5		kèfú	动
克隆	7		kèlóng	动
免	6		miǎn	动
免不了	7		miǎnbuliǎo	动
免得	7		miǎnde	连
免疫	6		miǎnyì	动
免税	6		miǎnshuì	动
免职	7		miǎnzhí	动
免费	4		miǎnfèi	动
免除	7		miǎnchú	动
兑	7		duì	动
兑换	7		duìhuàn	动
兑现	7		duìxiàn	动
兔子	5		tùzi	名
党	7		dǎng	名
兜	7		dōu	名、动
兜售	7		dōushòu	动
兢兢业业	7		jīngjīngyèyè	形
入	4		rù	动
入住	4		rùzhù	动
入侵	7		rùqīn	动
入口	4		rùkǒu	名
入场	7		rùchǎng	动
入场券	7		rùchǎngquàn	名
入境	6		rùjìng	动
入学	4		rùxué	动
入手	7		rùshǒu	动
入选	6		rùxuǎn	动
入门	6		rùmén	动、名
全	4		quán	形、副
全体	5		quántǐ	名
全力	5		quánlì	名、副
全力以赴	7		quánlìyǐfù	
全局	7		quánjú	名
全心全意	7		quánxīn-quányì	
全新	5		quánxīn	形
全方位	7		quánfāngwèi	名
全球	4		quánqiú	名
全程	6		quánchéng	名
全能	7		quánnéng	形
全身	4		quánshēn	名
全身心	7		quánshēnxīn	副
全部	4		quánbù	名
全都	4		quándōu	副
全面	5		quánmiàn	形
八	1		bā	数
八卦	7		bāguà	名、形
八成	7		bāchéng	数量、副
公	6		gōng	形
公主	6		gōngzhǔ	名
公事	7		gōngshì	名
公交车	2		gōngjiāochē	名
公仆	7		gōngpú	名
公众	6		gōngzhòng	名
公元	6		gōngyuán	名
公共	4		gōnggòng	形
公关	7		gōngguān	名
公办	7		gōngbàn	形
公务	7		gōngwù	名
公务员	5		gōngwùyuán	名
公司	1		gōngsī	名
公告	6		gōnggào	动、名
公园	3		gōngyuán	名
公墓	7		gōngmù	名
公安	6		gōng’ān	名
公寓	5		gōngyù	名
公布	5		gōngbù	动
公平	5		gōngpíng	形
公开	6		gōngkāi	形、动
公式	7		gōngshì	名
公斤	3		gōngjīn	量
公款	7		gōngkuǎn	名
公正	6		gōngzhèng	形
公民	6		gōngmín	名
公然	7		gōngrán	副
公用	7		gōngyòng	动
公益	6		gōngyì	名
公示	7		gōngshì	动
公立	7		gōnglì	形
公约	7		gōngyuē	名
公职	7		gōngzhí	名
公认	6		gōngrèn	动
公证	7		gōngzhèng	动
公费	7		gōngfèi	名
公路	4		gōnglù	名
公道	7		gōngdao	形
公里	4		gōnglǐ	量
公顷	7		gōngqǐng	量
六	1		liù	数
兰花	6		lánhuā	名
共	4		gòng	副
共享	5		gòngxiǎng	动
共同	4		gòngtóng	形
共同体	7		gòngtóngtǐ	名
共和国	7		gònghéguó	名
共性	7		gòngxìng	名
共计	6		gòngjì	动
共识	7		gòngshí	名
共鸣	7		gòngmíng	动
关	3	5	guān	动、（名）
关于	3		guānyú	介
关切	7		guānqiè	动
关头	7		guāntóu	名
关心	3		guānxīn	动
关怀	6		guānhuái	动
关机	3		guānjī	动
关注	3		guānzhù	动
关照	7		guānzhào	动
关爱	6		guān’ài	动
关税	7		guānshuì	名
关系	3	4	guānxì	名、（动）
关联	6		guānlián	动
关节	7		guānjié	名
关键	4		guānjiàn	名、形
关闭	5		guānbì	动
兴奋	4		xīngfèn	形、动
兴奋剂	7		xīngfènjì	名
兴建	7		xīngjiàn	动
兴旺	7		xīngwàng	形
兴盛	7		xīngshèng	形
兴致	7		xìngzhì	名
兴起	6		xīngqǐ	动
兴趣	3		xìngqù	名
兴隆	7		xīnglóng	形
兴高采烈	7		xìnggāo-cǎiliè	
兵	6		bīng	名
其	5		qí	代
其中	4		qízhōng	名
其他	3		qítā	代
其余	5		qíyú	代
其实	3		qíshí	副
其次	4		qícì	代
其间	6		qíjiān	名
具体	5		jùtǐ	形、动
具备	5		jùbèi	动
具有	5		jùyǒu	动
典型	6		diǎnxíng	名、形
典礼	6		diǎnlǐ	名
典范	7		diǎnfàn	名
兹	7		zī	代
养	3		yǎng	动
养成	4		yǎngchéng	动
养殖	7		yǎngzhí	动
养活	7		yǎnghuo	动
养生	7		yǎngshēng	动
养老	6		yǎnglǎo	动
养老院	6		yǎnglǎoyuàn	名
养育	7		yǎngyù	动
兼	7		jiān	动
兼任	7		jiānrèn	动
兼容	7		jiānróng	动
兼职	6		jiānzhí	动、名
兼顾	7		jiāngù	动
内	4		nèi	名
内向	7		nèixiàng	形
内在	7		nèizài	形
内地	7		nèidì	名
内外	6		nèiwài	名
内存	7		nèicún	名
内容	4		nèiróng	名
内幕	7		nèimù	名
内心	4		nèixīn	名
内涵	6		nèihán	名
内科	6		nèikē	名
内脏	7		nèizàng	名
内行	7		nèiháng	形、名
内衣	6		nèiyī	名
内部	5		nèibù	名
内需	7		nèixū	名
册	5		cè	量
再	1		zài	副
再三	6		zàisān	副
再度	7		zàidù	副
再接再厉	7		zàijiē-zàilì	
再次	4		zàicì	副
再现	7		zàixiàn	动
再生	6		zàishēng	动
再见	1		zàijiàn	动
再说	4		zàishuō	动、连
冒	6		mào	动
冒充	7		màochōng	动
冒昧	7		màomèi	形
冒犯	7		màofàn	动
冒险	6		màoxiǎn	动
冗长	7		rǒngcháng	形
写	1		xiě	动
写作	5		xiězuò	动
写照	7		xiězhào	动、名
军事	7		jūnshì	名
军人	6		jūnrén	名
军官	7		jūnguān	名
军舰	7		jūnjiàn	名
军队	6		jūnduì	名
农业	5		nóngyè	名
农产品	6		nóngchǎnpǐn	名
农历	7		nónglì	名
农场	7		nóngchǎng	名
农村	4		nóngcūn	名
农民	5		nóngmín	名
农民工	7		nóngmíngōng	名
农田	6		nóngtián	名
冠军	5		guànjūn	名
冤	7		yuān	名、形
冤枉	7		yuānwang	形、动
冬天	3		dōngtiān	名
冰	3	5	bīng	名、（动）
冰天雪地	7		bīngtiān-xuědì	
冰山一角	7		bīngshān-yìjiǎo	
冰棍儿	7		bīnggùnr	名
冰激凌	3		bīngjīlíng	名
冰箱	3		bīngxiāng	名
冰雹	7		bīngbáo	名
冲	5		chōng	动
冲击	6		chōngjī	动
冲刺	7		chōngcì	动
冲动	6		chōngdòng	名、形
冲撞	7		chōngzhuàng	动
冲洗	7		chōngxǐ	动
冲浪	7		chōnglàng	动
冲突	6		chōngtū	动
决定	3		juédìng	动、名
决心	5		juéxīn	名、动
决策	6		juécè	动、名
决议	7		juéyì	名
决赛	5		juésài	动、名
况且	7		kuàngqiě	连
冷	1		lěng	形
冷冻	7		lěngdòng	动
冷却	7		lěngquè	动
冷战	7		lěngzhàn	名
冷气	7		lěngqì	名
冷淡	7		lěngdàn	形、动
冷漠	7		lěngmò	形
冷落	7		lěngluò	形、动
冷酷	7		lěngkù	形
冷门	7		lěngmén	名
冷静	4		lěngjìng	形
冻	5		dòng	动
冻结	7		dòngjié	动
净	6		jìng	形、副
净化	7		jìnghuà	动
凄凉	7		qīliáng	形
准	4	5	zhǔn	形、（副）
准则	7		zhǔnzé	名
准备	2		zhǔnbèi	动
准时	4		zhǔnshí	形
准确	4		zhǔnquè	形
准许	7		zhǔnxǔ	动
凉	4		liáng	形
凉快	3		liángkuai	形
凉爽	7		liángshuǎng	形
凋谢	7		diāoxiè	动
凌晨	6		língchén	名
减	4		jiǎn	动
减免	7		jiǎnmiǎn	动
减压	6		jiǎnyā	动
减少	4		jiǎnshǎo	动
减弱	6		jiǎnruò	动
减肥	5		jiǎnféi	动
减负	7		jiǎnfù	动
减轻	4		jiǎnqīng	动
减退	7		jiǎntuì	动
凑	7		còu	动
凑合	7		còuhe	动
凑巧	7		còuqiǎo	形
凝固	7		nínggù	动
凝结	7		níngjié	动
凝聚	7		níngjù	动
凝视	7		níngshì	动
几	1		jǐ	代、数
几乎	3		jīhū	副
凡是	6		fánshì	副
凤凰	7		fènghuáng	名
凤毛麟角	7		fèngmáo-línjiǎo	
凭	5		píng	动、介
凭借	5		píngjiè	动
凭证	7		píngzhèng	名
凯旋	7		kǎixuán	动
凳子	7		dèngzi	名
凶	7		xiōng	形
凶恶	7		xiōng’è	形
凶手	7		xiōngshǒu	名
凶残	7		xiōngcán	形
凶狠	7		xiōnghěn	形
凶猛	7		xiōngměng	形
凸	7		tū	形
凸显	7		tūxiǎn	动
凹	7		āo	形
出	2		chū	动
出丑	7		chūchǒu	动
出于	6		chūyú	动
出人意料	7		chūrényìliào	
出任	7		chūrèn	动
出众	7		chūzhòng	形
出入	6		chūrù	名
出具	7		chūjù	动
出力	6		chūlì	动
出动	7		chūdòng	动
出卖	7		chūmài	动
出厂	7		chūchǎng	动
出去	2		chūqù	动
出发	3		chūfā	动
出发点	7		chūfādiǎn	名
出口	4	5	chūkǒu	名、（动）
出口成章	7		chūkǒu-chéngzhāng	
出台	7		chūtái	动
出名	6		chūmíng	形
出售	5		chūshòu	动
出国	2		chūguó	动
出土	7		chūtǔ	动
出场	6		chūchǎng	动
出境	6		chūjìng	动
出头	7		chūtóu	动
出局	7		chūjú	动
出差	4		chūchāi	动
出席	5		chūxí	动
出征	7		chūzhēng	动
出息	7		chūxi	名
出手	7		chūshǒu	动、名
出来	2		chūlái	动
出游	6		chūyóu	动
出版	5		chūbǎn	动
出现	4		chūxiàn	动
出生	3		chūshēng	动
出示	6		chūshì	动
出神	7		chūshén	动
出租	4		chūzū	动
出租车	1		chūzūchē	名
出自	5		chūzì	动
出色	5		chūsè	形
出行	4		chūxíng	动
出访	7		chūfǎng	动
出资	7		chūzī	动
出走	7		chūzǒu	动
出路	7		chūlù	名
出身	7		chūshēn	动、名
出门	2		chūmén	动
出院	3		chūyuàn	动
出面	7		chūmiàn	动
击败	6		jībài	动
函	7		hán	名
凿	7		záo	动
刀	4		dāo	名
刁难	7		diāonàn	动
分	1	3	fēn	量、（动、名）
分为	4		fēnwéi	动
分享	5		fēnxiǎng	动
分别	5		fēnbié	动、副、名
分割	7		fēngē	动
分化	7		fēnhuà	动
分发	7		fēnfā	动
分外	7		fènwài	副、形
分寸	7		fēncun	名
分工	6		fēngōng	动
分布	5		fēnbù	动
分开	3		fēnkāi	动
分成	7		fēnchéng	动
分手	5		fēnshǒu	动
分担	7		fēndān	动
分支	7		fēnzhī	名
分散	6		fēnsàn	形、动
分数	4		fēnshù	名
分明	7		fēnmíng	形、副
分期	6		fēnqī	动
分析	5		fēnxī	动
分歧	7		fēnqí	形、名
分泌	7		fēnmì	动
分离	5		fēnlí	动
分类	5		fēnlèi	动
分红	7		fēnhóng	动
分级	6		fēnjí	动
分裂	7		fēnliè	动
分解	7		fēnjiě	动
分辨	7		fēnbiàn	动
分配	5		fēnpèi	动
分量	7		fènliàng	名
分钟	1		fēnzhōng	量
切	5		qiē	动
切割	7		qiēgē	动
切实	6		qièshí	形
切忌	7		qièjì	动
切换	7		qiēhuàn	动
切磋	7		qiēcuō	动
切记	7		qièjì	动
切身	7		qièshēn	形
切除	7		qiēchú	动
刊物	7		kānwù	名
刊登	7		kāndēng	动
刑事	7		xíngshì	形
刑法	7		xíngfǎ	名
划	5		huá	动
划不来	7		huábulái	形
划分	6		huàfēn	动
划得来	7		huádelái	形
划时代	7		huàshídài	形
划算	7		huásuàn	动、形
列	4		liè	动、量
列举	7		lièjǔ	动
列车	5		lièchē	名
则	6	7	zé	连、（助）
刚	3		gāng	副
刚刚	3		gānggāng	副
刚好	5		gānghǎo	形、副
刚才	3		gāngcái	名
创	7		chuàng	动
创业	5		chuàngyè	动
创伤	7		chuāngshāng	名
创作	5		chuàngzuò	动、名
创办	6		chuàngbàn	动
创始人	7		chuàngshǐrén	名
创建	6		chuàngjiàn	动
创意	6		chuàngyì	名、动
创新	5		chuàngxīn	动、名
创立	6		chuànglì	动
创造	5		chuàngzào	动
初	5		chū	名、副、前缀
初中	3		chūzhōng	名
初期	5		chūqī	名
初步	6		chūbù	形
初等	6		chūděng	形
初级	5		chūjí	形
初衷	7		chūzhōng	名
删	5		shān	动
删除	5		shānchú	动
判	7		pàn	动
判决	7		pànjué	动
判处	7		pànchǔ	动
判定	7		pàndìng	动
判断	4		pànduàn	动
刨	7		páo	动
利害	7		lìhài	名
利弊	7		lìbì	名
利息	6		lìxī	名
利润	5		lìrùn	名
利率	7		lìlǜ	名
利用	5		lìyòng	动
利益	5		lìyì	名
利索	7		lìsuo	形
别	2		bié	副
别人	3		biérén	代
别具匠心	7		biéjù-jiàngxīn	
别墅	7		biéshù	名
别扭	7		bièniu	形
别的	3		biéde	代
别看	7		biékàn	连
别致	7		biézhì	形
别说	7		biéshuō	连
刮	3		guā	动
刮目相看	7		guāmù-xiāngkàn	
到	1		dào	动
到位	7		dàowèi	动、形
到处	3		dàochù	副
到头来	7		dàotóulái	副
到底	4		dàodǐ	副
到期	5		dàoqī	动
到来	4		dàolái	动
到达	5		dàodá	动
制	6		zhì	动
制作	5		zhìzuò	动
制品	6		zhìpǐn	名
制定	5		zhìdìng	动
制度	5		zhìdù	名
制服	7		zhìfú	动
制止	7		zhìzhǐ	动
制约	7		zhìyuē	动
制裁	7		zhìcái	动
制订	5		zhìdìng	动
制造	5		zhìzào	动
刷	3		shuā	动
刷新	7		shuāxīn	动
券	6		quàn	名
刹车	6		shāchē	动、名
刹那	7		chànà	名
刺	6		cì	动、名
刺激	5		cìjī	动、名
刺眼	7		cìyǎn	形
刺绣	7		cìxiù	动、名
刺耳	7		cì’ěr	形
刺骨	7		cìgǔ	动
刻	3	5	kè	量、（动）
刻不容缓	7		kèbùrónghuǎn	
刻意	7		kèyì	副
刻画	7		kèhuà	动
刻舟求剑	7		kèzhōu-qiújiàn	
刻苦	7		kèkǔ	形
剂	7		jì	名、量
剂量	7		jìliàng	名
剃	7		tì	动
削	7		xiāo	动
削减	7		xuējiǎn	动
削弱	7		xuēruò	动
前	1		qián	名
前任	7		qiánrèn	名
前台	7		qiántái	名
前后	4		qiánhòu	名
前夕	7		qiánxī	名
前天	3		qiántiān	名
前年	3		qiánnián	名
前往	5		qiánwǎng	动
前所未有	7		qiánsuǒwèiyǒu	
前提	6		qiántí	名
前方	4		qiánfāng	名
前无古人	7		qiánwúgǔrén	
前景	6		qiánjǐng	名
前期	6		qiánqī	名
前来	5		qiánlái	动
前沿	7		qiányán	名
前程	7		qiánchéng	名
前线	7		qiánxiàn	名
前者	6		qiánzhě	名
前赴后继	7		qiánfù-hòujì	
前辈	7		qiánbèi	名
前进	5		qiánjìn	动
前途	5		qiántú	名
前面	2		qiánmiàn	名
剑	6		jiàn	名
剔除	7		tīchú	动
剥	7		bāo	动
剥削	7		bōxuē	动
剥夺	7		bōduó	动
剧变	7		jùbiàn	动
剧场	5		jùchǎng	名
剧情	7		jùqíng	名
剧本	6		jùběn	名
剧烈	6		jùliè	形
剧目	7		jùmù	名
剧院	4		jùyuàn	名
剩	4		shèng	动
剩余	6		shèngyú	动
剪	5		jiǎn	动
剪刀	5		jiǎndāo	名
剪彩	7		jiǎncǎi	动
剪辑	7		jiǎnjí	动
副	5		fù	量
副作用	7		fùzuòyòng	名
副本	7		fùběn	名
割	6		gē	动
劈	7		pī	动
力	5		lì	名、后缀
力不从心	7		lìbùcóngxīn	
力争	7		lìzhēng	动
力度	6		lìdù	名
力所能及	7		lìsuǒnéngjí	
力气	4		lìqi	名
力求	7		lìqiú	动
力量	5		lìliàng	名
劝	5		quàn	动
劝告	7		quàngào	动、名
劝说	7		quànshuō	动
劝阻	7		quànzǔ	动
办	3		bàn	动
办事	4		bànshì	动
办事处	7		bànshìchù	名
办公	4		bàngōng	动
办公室	3		bàngōngshì	名
办学	7		bànxué	动
办法	3		bànfǎ	名
办理	4		bànlǐ	动
功	7		gōng	名
功利	7		gōnglì	名
功力	7		gōnglì	名
功劳	7		gōngláo	名
功夫	4		gōngfu	名
功底	7		gōngdǐ	名
功效	6		gōngxiào	名
功率	7		gōnglǜ	名
功能	5		gōngnéng	名
功臣	7		gōngchén	名
功课	4		gōngkè	名
加	3		jiā	动
加上	4		jiāshàng	连
加之	7		jiāzhī	连
加以	6		jiāyǐ	动、连
加倍	6		jiābèi	动、副
加入	4		jiārù	动
加剧	6		jiājù	动
加工	5		jiāgōng	动
加强	4		jiāqiáng	动
加快	4		jiākuài	动
加油	4		jiāyóu	动
加油站	4		jiāyóuzhàn	名
加深	5		jiāshēn	动
加热	5		jiārè	动
加班	4		jiābān	动
加盟	7		jiāméng	动
加紧	7		jiājǐn	动
加速	5		jiāsù	动
加重	6		jiāzhòng	动
务实	7		wùshí	动、形
务工	7		wùgōng	动
务必	7		wùbì	副
劣势	7		lièshì	名
劣质	7		lièzhì	形
动	2		dòng	动
动不动	7		dòngbudòng	副
动人	5		dòngrén	形
动作	4		dòngzuò	名
动力	6		dònglì	名
动向	7		dòngxiàng	名
动听	6		dòngtīng	形
动员	7		dòngyuán	动
动工	7		dònggōng	动
动弹	7		dòngtan	动
动态	6		dòngtài	名、形
动感	7		dònggǎn	名
动手	5		dòngshǒu	动
动摇	7		dòngyáo	形、动
动机	6		dòngjī	名
动漫	6		dòngmàn	名
动物	3		dòngwù	名
动物园	3		dòngwùyuán	名
动用	7		dòngyòng	动
动画	5		dònghuà	名
动脉	7		dòngmài	名
动荡	7		dòngdàng	动、形
