character	level
弃	5
弄	2
弈	7
弊	7
式	3
弓	7
引	4
弘	7
弛	7
弟	1
张	3
弥	7
弦	7
弧	7
弯	4
弱	4
弹	5
强	3
归	4
当	2
录	3
形	3
彩	3
彬	7
彰	7
影	1
役	7
彻	4
彼	5
往	2
征	4
径	6
待	3
很	1
徊	7
律	4
徐	7
徒	6
得	1
徘	7
御	7
循	6
微	4
德	5
徽	7
心	2
必	2
忆	5
忌	7
忍	5
志	3
忘	1
忙	1
忠	6
忧	6
快	1
念	3
忽	2
怀	4
态	2
怎	1
怒	6
怕	2
怖	7
怜	5
思	2
怠	7
怡	7
急	2
性	3
怨	5
怪	3
怯	7
总	3
恋	5
恍	7
恐	3
恒	7
恕	7
恢	5
恤	7
恨	5
恩	6
恭	7
息	1
恰	6
恳	7
恶	4
恼	7
悄	5
悉	5
悔	5
悟	6
悠	7
患	6
悦	7
您	1
悬	6
悲	5
悼	7
情	2
惊	4
惋	7
惑	7
惕	7
惜	5
惠	5
惦	7
惧	7
惨	6
惩	7
惫	7
惭	7
惯	2
惰	7
想	1
惹	7
愁	5
愈	7
愉	6
意	2
愚	7
感	2
愣	7
愤	6
愧	7
愿	2
慈	7
慌	5
慎	7
慑	7
慕	7
慢	1
慧	6
慨	7
慰	5
慷	7
憋	7
憾	6
懂	2
懈	7
懒	6
戈	7
戏	3
成	2
我	1
戒	5
或	2
战	4
戚	7
截	6
戳	7
戴	4
户	4
房	1
所	2
扁	6
扇	5
手	1
才	2
扎	6
扑	6
扒	7
打	1
扔	5
托	5
扛	7
扣	6
执	5
扩	4
扫	4
扬	4
扭	6
扮	5
扯	7
扰	5
扳	7
扶	5
批	3
找	1
承	4
技	3
抄	4
把	3
抑	7
抒	7
抓	3
投	4
抖	7
抗	6
折	4
抚	7
抛	7
抠	7
抡	7
抢	5
护	2
报	2
抨	7
披	5
抬	5
抱	4
抵	6
抹	7
押	5
抽	4
拄	7
担	4
拆	5
拉	2
拌	7
拍	3
拎	7
拐	6
拒	5
拓	7
拔	5
拖	6
拘	7
拙	7
招	4
拜	5
拟	7
拢	7
拣	7
拥	5
拦	7
拧	7
拨	6
择	4
括	4
拯	7
拱	7
拳	7
拴	7
拼	5
拽	7
拾	5
拿	1
持	3
挂	3
指	3
按	3
挎	7
挑	4
挖	6
挚	7
挟	7
挠	7
挡	5
挣	5
挤	5
挥	4
挨	6
挪	7
挫	7
振	5
挺	2
挽	7
捂	7
捅	7
捆	7
捉	6
捍	7
捎	7
捏	7
捐	6
捕	6
捞	7
损	5
捡	6
换	2
捣	7
捧	7
据	3
捶	7
捷	7
掀	7
授	4
掉	2
掌	5
掏	6
掐	7
排	2
掘	7
掠	7
探	6
接	2
控	5
推	2
掩	7
措	4
掰	7
掺	7
揉	7
揍	7
描	4
提	2
插	5
握	3
揣	7
揪	7
揭	6
援	6
揽	7
搀	7
搁	7
搂	7
搅	7
搏	7
搓	7
搜	5
搞	5
搬	3
搭	6
携	7
摄	5
摆	4
摇	4
摊	7
摔	5
摘	5
摧	7
摩	5
摸	4
撇	7
撑	6
撒	7
撕	7
撞	5
撤	6
撬	7
播	3
撰	7
撼	7
擅	7
操	4
擎	7
擦	4
攀	7
攒	7
攘	7
支	3
收	2
改	2
攻	6
放	1
政	4
故	2
效	3
敌	4
敏	5
救	3
教	1
敛	7
敞	7
敢	3
散	3
敦	7
敬	5
数	2
敲	5
整	3
敷	7
文	1
斑	7
斗	4
料	4
斜	5
斤	2
斥	7
斧	7
斩	7
断	3
斯	7
新	1
方	1
施	4
旁	1
旅	2
旋	6
族	3
旗	6
无	4
既	4
日	1
旦	5
旧	3
旨	7
早	1
旬	7
旭	7
旱	7
时	1
旷	7
旺	6
昂	7
昆	7
昌	6
明	1
昏	6
易	3
昔	7
星	1
映	4
春	2
昧	7
昨	1
是	1
昼	7
显	3
晃	7
晋	7
晒	4
晓	6
晕	6
晚	1
晤	7
晨	2
普	2
景	3
晰	7
晴	2
晶	7
智	4
暂	5
暑	4
暖	3
暗	4
暮	7
暴	6
曙	7
曝	7
曰	7
曲	5
更	2
曹	7
曾	3
替	4
最	1
月	1
有	1
朋	1
服	1
朗	5
望	3
朝	3
期	1
朦	7
木	3
未	4
末	2
本	1
术	3
朱	7
朴	7
朵	5
机	1
朽	7
杀	5
杂	3
权	4
杆	6
李	3
材	3
村	3
杖	7
杜	7
束	3
杠	7
条	1
来	1
杨	7
杭	7
杯	1
杰	6
松	4
板	2
极	3
构	4
枉	7
析	5
枕	7
林	4
枚	7
果	1
枝	6
枢	7
枣	7
枪	5
枯	7
架	3
柄	7
柏	7
某	3
染	5
柔	7
柜	5
查	2
柬	7
柱	6
柳	7
柴	5
柿	5
标	3
栋	7
栏	6
树	1
栓	7
栖	7
校	1
株	7
样	1
核	5
根	3
格	3
栽	7
桂	7
桃	5
框	7
案	4
桌	1
桑	7
档	6
桥	3
桨	7
桩	7
桶	7
梁	6
梅	6
梢	7
梦	4
梨	5
梯	4
械	6
梳	7
检	2
棉	6
棋	7
棍	7
棒	5
棘	7
棚	7
森	4
棱	7
棵	4
棺	7
椅	2
植	4
椒	7
椰	7
楚	2
楷	7
楼	1
概	3
榜	6
榨	7
槐	7
槛	7
槽	7
模	4
横	6
橘	7
橙	7
橡	7
橱	7
欠	5
次	1
欢	1
欣	5
欧	7
欲	6
欺	6
款	5
歇	5
歉	6
歌	1
止	3
正	1
此	3
步	3
武	3
歧	7
歪	7
歹	7
死	3
歼	7
殃	7
殊	4
残	6
殖	6
殴	7
段	2
殷	7
殿	7
毁	6
毅	7
母	3
每	3
毒	5
比	1
毕	4
毙	7
毛	1
毫	4
毯	7
氏	7
民	3
氓	7
气	1
氛	6
氧	6
水	1
永	2
汁	3
求	2
汇	4
汉	1
汗	5
汛	7
江	4
池	5
污	5
汤	3
汪	7
汰	7
汹	7
汽	1
沃	7
沉	4
沏	7
沐	7
沙	3
沛	7
沟	5
没	1
沧	7
沪	7
沫	7
沮	7
河	2
沸	7
油	2
治	4
沼	7
沽	7
沾	7
沿	6
泄	7
泉	4
泊	7
泌	7
法	2
泛	5
泡	6
波	6
泣	7
泥	6
注	3
泪	4
泰	7
泳	3
泻	7
泼	5
泽	7
洁	6
洋	6
洒	5
洗	1
洞	5
津	7
洪	6
洲	7
活	2
洽	7
派	3
流	2
浅	4
浆	7
浇	7
浊	7
测	4
济	3
浏	7
浑	7
浓	4
浙	7
浦	7
浩	7
浪	3
浮	6
浴	7
海	2
浸	7
涂	7
消	3
涉	6
涌	7
涕	7
涛	7
涝	7
涡	7
涤	7
润	5
涨	5
涮	7
涯	7
液	6
涵	7
淀	7
淆	7
淋	7
淌	7
淘	7
淡	4
淮	7
深	3
混	6
淹	7
添	6
清	2
渊	7
渐	4
渔	7
渗	7
渝	7
渠	6
渡	6
渣	7
温	2
港	6
渴	1
游	2
渺	7
湖	2
湾	6
湿	4
溃	7
溅	7
溉	7
源	4
溜	7
溢	7
溪	7
溯	7
溶	7
滋	7
滑	5
滔	7
滚	5
滞	7
满	2
滤	7
滥	7
滨	7
滩	7
滴	6
漂	2
漆	7
漏	5
演	3
漠	5
漫	5
漾	7
潇	7
潘	7
潜	6
潦	7
潭	7
潮	4
澄	7
澜	7
澡	2
澳	7
激	4
瀑	7
灌	7
火	1
灭	6
灯	2
灰	5
灵	6
灶	7
灸	7
灼	7
灾	5
灿	7
炉	6
炊	7
炎	6
炒	6
炖	7
炫	7
炬	7
炭	7
炮	6
炸	6
点	1
炼	4
烁	7
烂	5
烈	3
烘	7
烛	7
烟	3
烤	5
烦	3
烧	4
烫	7
热	1
烹	7
焊	7
焕	7
焚	7
焦	6
焰	7
然	2
煌	7
煎	7
煤	5
照	2
煮	6
煲	7
煽	7
熄	7
熊	5
熏	7
熙	7
熟	2
熬	7
燃	4
燕	7
燥	7
爆	6
爪	7
爬	2
爱	1
爵	7
父	3
爷	1
爸	1
爹	7
爽	6
片	2
版	5
牌	3
牙	4
牛	1
牡	7
牢	6
牧	7
物	2
牲	6
牵	6
特	2
牺	6
犬	7
犯	6
状	3
犹	5
狂	5
狈	7
狗	2
狠	6
狡	7
独	4
狭	7
狮	7
狱	7
狼	7
猎	7
猖	7
猛	6
猜	5
猩	7
猪	3
猫	2
献	5
猴	5
猾	7
玄	7
率	4
玉	4
王	2
玩	1
玫	7
环	3
现	1
玻	5
珍	5
珠	5
班	1
球	1
理	2
琢	7
琴	5
瑞	7
瑰	7
璃	5
瓜	4
瓣	7
瓦	7
瓶	2
瓷	7
甘	7
甚	4
甜	3
生	1
用	1
甩	7
田	6
由	2
甲	5
申	4
电	1
男	1
甸	7
画	2
畅	6
界	3
畏	7
畔	7
留	2
畜	7
略	6
番	6
畴	7
畸	7
疆	7
疏	7
疑	4
疗	4
疫	7
疯	5
疲	7
疼	2
疾	6
病	1
症	6
痒	7
痕	7
痛	3
痪	7
痰	7
痴	7
痹	7
瘟	7
瘤	7
瘦	5
瘫	7
瘾	7
癌	7
登	4
白	1
百	1
皂	7
的	1
皆	7
皇	6
皮	3
皱	7
盆	5
盈	7
益	4
盏	7
盐	4
监	6
盒	5
盖	4
盗	6
盘	4
盛	6
盟	6
目	2
盯	7
盲	6
直	2
相	2
盹	7
盼	6
盾	5
省	2
眉	7
看	1
真	1
眠	5
眨	7
眼	2
着	1
睁	7
睛	2
睡	1
督	6
睦	7
睬	7
睹	7
瞄	7
瞅	7
瞎	7
瞒	7
瞧	5
瞩	7
瞪	7
瞬	7
瞻	7
矛	5
矢	7
矣	7
知	1
矩	7
矫	7
短	2
矮	4
石	3
矿	4
码	4
砂	7
砌	7
砍	7
研	4
砖	7
破	3
砸	7
础	3
硕	5
硬	5
确	2
碌	7
碍	5
碎	5
碑	7
碗	2
碟	7
碧	7
碰	2
碳	7
磁	7
磅	7
磊	7
磋	7
磕	7
磨	6
礁	7
示	2
礼	2
社	3
祀	7
祈	7
祖	6
祝	3
神	3
祥	6
票	1
祭	7
祷	7
祸	7
禁	4
禅	7
福	3
离	2
禽	7
禾	7
秀	4
私	5
秃	7
秉	7
秋	2
种	3
科	2
秒	5
秘	4
租	2
秤	7
秦	7
秧	7
秩	7
积	3
称	2
移	4
秽	7
稀	7
程	3
稍	5
税	6
稚	7
稠	7
稳	4
稻	7
稼	7
稽	7
稿	6
穆	7
穴	7
究	4
穷	4
空	2
穿	1
突	3
窃	7
窄	7
窍	7
窑	7
窒	7
窗	4
窘	7
窜	7
窝	7
窟	7
窥	7
窿	7
立	3
竖	7
站	1
竞	5
竟	4
章	3
竣	7
童	4
竭	7
端	6
竹	5
竿	7
笑	1
笔	2
笛	7
符	4
笨	4
第	1
笼	7
等	1
筋	7
筐	7
筑	5
筒	7
答	1
策	6
筛	7
筝	7
筷	2
筹	7
签	5
简	3
算	2
管	3
箭	6
箱	3
篇	2
篮	2
篷	7
簇	7
籍	5
米	1
类	3
粉	6
粒	7
粗	4
粘	7
粤	7
粥	6
粪	7
粮	4
粹	7
粽	7
精	3
糊	5
糕	5
糖	3
糙	7
糟	5
系	1
紊	7
素	6
索	5
紧	3
紫	5
累	1
絮	7
繁	5
纠	6
红	2
纤	7
约	3
级	2
纪	3
纬	7
纯	4
纱	7
纲	5
纳	6
纵	6
纷	4
纸	2
纹	7
纺	7
纽	7
线	3
练	2
组	2
绅	7
细	4
织	5
终	3
绍	1
绎	7
经	2
绑	7
绒	5
结	2
绕	5
绘	6
给	1
络	4
绝	3
绞	7
统	4
绣	7
继	3
绩	2
绪	6
续	3
绯	7
绰	7
绳	7
维	4
绵	7
绷	7
绸	7
综	4
绽	7
绿	2
缀	7
缅	7
缆	7
缉	7
缓	4
缔	7
缕	7
编	4
缘	6
缚	7
缝	7
缠	7
缤	7
缩	4
缴	7
缸	7
缺	3
罐	7
网	1
罕	7
罗	7
罚	5
罢	6
罩	7
罪	6
置	4
署	7
羊	3
美	3
羞	7
羡	7
群	3
羽	5
翁	7
翅	7
翔	7
翘	7
翠	7
翻	4
翼	7
耀	6
老	1
考	1
者	2
而	2
耍	7
耐	5
耕	7
耗	6
耳	4
耸	7
耻	7
耽	7
耿	7
聊	4
聋	7
职	3
联	3
聘	6
聚	4
聪	5
肃	5
肆	7
肇	7
肉	1
肌	5
肖	7
肚	4
肝	6
肠	5
股	6
肢	7
肤	5
肥	4
肩	5
肪	7
肯	5
育	2
肺	6
肾	7
肿	6
胀	7
胁	6
胃	5
胆	5
背	2
胎	7
胖	3
胚	7
胜	3
胞	6
胡	5
胧	7
胳	7
胶	5
胸	4
能	1
脂	7
脆	5
脉	7
脊	7
脏	2
脑	1
脖	7
脚	2
脱	4
脸	2
脾	5
腊	7
腐	4
腔	7
腕	7
腥	7
腰	4
腹	7
腺	7
腻	7
腾	7
腿	2
膀	7
膊	7
膏	7
膛	7
膜	6
膝	7
膨	7
膳	7
臂	7
臊	7
臣	7
自	2
臭	5
至	3
致	4
舅	7
舆	7
舌	6
舍	5
舒	2
舔	7
舞	3
舟	7
航	4
般	2
舰	6
舱	7
舵	7
舶	7
船	2
艇	7
艘	7
良	4
艰	5
色	2
艳	5
艺	3
艾	7
节	2
芒	7
芝	7
芦	7
芬	7
芭	7
芯	7
花	1
芳	7
芽	7
苍	7
苏	6
苗	7
苛	7
若	6
苦	3
英	2
苹	3
茂	7
范	3
茄	6
茅	7
茎	7
茫	7
茶	1
荆	7
草	2
荐	7
荒	7
荡	7
荣	5
荧	7
荫	7
药	2
荷	7
莫	7
莲	7
获	4
莹	7
莽	7
菇	7
菊	7
菌	6
菜	1
菩	7
萄	5
萌	7
萍	7
萎	7
萝	7
营	3
萧	7
萨	7
落	3
著	4
葡	5
董	7
葬	7
葱	7
蒂	7
蒙	6
蒜	7
蒸	7
蓄	7
蓝	2
蓬	7
蔑	7
蔓	7
蔬	5
蔼	7
蔽	7
蕉	3
蕴	7
蕾	7
薄	4
薪	6
薯	6
藏	6
藤	7
藻	7
蘑	7
蘸	7
虎	5
虏	7
虐	7
虑	4
虔	7
虚	5
虫	4
虹	7
虽	2
虾	7
蚀	7
蚊	7
蛇	5
蛋	1
蛙	7
蛮	7
蜀	7
蜂	7
蜜	7
蜡	7
蝇	7
融	6
螺	7
蠢	7
血	3
衅	7
行	1
衍	7
衔	7
街	2
衡	6
衣	1
补	3
表	2
衫	3
衬	3
衰	7
衷	7
袁	7
袋	4
袍	7
袖	6
袜	4
被	3
袭	7
袱	7
裁	5
裂	6
装	2
裔	7
裕	7
裙	3
裤	3
裸	7
裹	4
西	1
要	1
覆	7
见	1
观	2
规	3
觅	7
视	1
览	5
觉	1
角	2
解	3
触	5
言	2
誉	6
誓	7
警	3
譬	7
计	2
订	3
认	1
讥	7
讨	2
让	2
训	3
议	3
讯	6
记	1
讲	2
讳	7
讶	7
许	2
讹	7
论	2
讼	7
讽	7
设	3
访	3
诀	7
证	3
评	3
识	1
诈	7
诉	1
诊	5
词	2
译	4
试	1
诗	4
诚	4
话	1
诞	6
询	5
该	2
详	5
诧	7
诫	7
语	1
误	3
诱	7
说	1
诵	7
请	1
诸	6
诺	6
读	1
诽	7
课	1
谁	1
调	3
谅	6
谈	3
谊	5
谋	6
谍	7
谎	7
谐	6
谓	4
谜	7
谢	1
谣	7
谤	7
谦	6
谨	7
谬	7
谱	7
谴	7
谷	6
豁	7
豆	4
象	3
豪	5
豫	5
豹	7
貌	5
贝	4
贞	7
负	3
贡	6
财	4
责	3
贤	7
败	4
账	6
货	4
质	4
贩	7
贪	7
贫	6
贬	7
购	4
贮	7
贯	6
贱	7
贴	4
贵	1
贷	5
贸	5
费	3
贺	5
贼	7
贾	7
贿	7
赁	7
赂	7
赃	7
资	3
赋	7
赌	6
赎	7
赏	4
赐	7
赔	5
赖	6
赚	6
赛	3
赞	4
赠	5
赡	7
赢	3
赤	7
赫	7
走	1
赴	7
赵	7
赶	3
起	1
趁	7
超	2
越	2
趋	4
趟	6
趣	4
足	3
趴	7
跃	6
跌	6
跑	1
距	4
跟	1
跤	7
跨	6
跪	6
路	1
跳	3
践	6
踊	7
踏	6
踢	6
踩	6
踪	7
踹	7
蹈	6
蹦	7
蹬	7
蹭	7
蹲	6
躁	7
身	1
躬	7
躯	7
躲	5
躺	4
车	1
轨	6
转	3
轮	4
软	5
轰	7
轴	7
轻	2
载	4
轿	7
较	3
辅	5
辆	2
辈	5
辉	6
辐	7
辑	5
输	3
辖	7
辙	7
辛	5
辜	7
辞	5
辟	7
辣	4
辨	7
辩	4
辫	7
辰	7
辱	7
边	1
辽	7
达	3
迁	6
迄	7
迅	4
过	1
迈	7
迎	2
运	2
近	2
返	5
还	1
这	1
进	1
远	1
违	5
连	3
迟	4
迪	7
迫	4
迭	7
述	4
迷	3
迹	7
追	3
退	3
送	1
适	2
逃	5
逆	7
选	2
逊	7
透	4
逐	4
递	4
途	4
逗	7
通	2
逛	4
逝	7
逞	7
速	3
造	3
逢	7
逮	7
逸	7
逻	5
逼	6
逾	7
遂	7
遇	4
遍	2
遏	7
道	1
遗	4
遛	7
遣	7
遥	7
遭	6
遮	7
遵	5
避	4
邀	5
邓	7
那	1
邦	7
邪	7
邮	3
邻	5
郁	7
郊	5
郎	4
郑	7
部	2
郭	7
都	1
鄙	7
酌	7
配	3
酒	2
酗	7
酝	7
酣	7
酥	7
酬	7
酱	6
酵	7
酷	6
酸	4
酿	7
醇	7
醉	5
醋	6
醒	4
采	3
释	4
里	1
重	1
野	6
量	2
金	3
鉴	6
针	4
钉	7
钓	7
钙	7
钞	7
钟	2
钢	5
钥	7
钦	7
钧	7
钩	7
钱	1
钳	7
钻	6
铁	2
铃	5
铅	6
铜	6
铝	7
铭	7
铲	7
银	2
铸	7
铺	6
链	7
销	4
锁	5
锅	5
锈	7
锋	6
锐	7
错	1
锡	7
锤	7
锦	7
键	5
锯	7
锻	4
镇	6
镑	7
镜	4
镶	7
长	2
门	1
闪	4
闭	4
问	1
闯	5
闲	5
间	1
闷	7
闸	7
闹	4
闺	7
闻	2
阀	7
阁	7
阂	7
阅	4
阎	7
阐	7
阔	6
队	2
阱	7
防	3
阳	2
阴	2
阵	4
阶	4
阻	4
阿	4
附	4
际	2
陆	4
陈	7
陋	7
陌	7
降	4
限	4
陡	7
院	1
除	3
陨	7
险	3
陪	5
陵	7
陶	7
陷	6
隆	7
随	2
隐	6
隔	4
隘	7
隙	7
障	6
隧	7
隶	7
难	1
雀	7
雁	7
雄	5
雅	7
集	3
雇	7
雕	7
雨	1
雪	2
零	1
雷	4
雾	7
需	3
震	5
霉	7
霍	7
霜	7
霞	7
露	6
霸	7
青	2
静	2
非	1
靠	2
面	1
革	5
靴	7
靶	7
鞋	2
鞠	7
鞭	7
韧	7
韩	7
音	2
韵	7
页	1
顶	4
顷	7
项	4
顺	2
须	2
顽	6
顾	2
顿	3
颁	7
颂	7
预	3
领	3
颇	7
颈	7
颊	7
频	5
颓	7
颖	7
颗	5
题	2
颜	2
额	6
颠	7
颤	7
风	1
飘	7
飙	7
飞	1
食	2
餐	2
饥	7
饭	1
饮	5
饰	5
饱	2
饲	7
饵	7
饶	7
饺	2
饼	5
饿	1
馁	7
馅	7
馆	1
馈	7
馋	7
馒	6
首	3
香	3
馨	7
马	1
驭	7
驮	7
驯	7
驰	7
驱	7
驳	7
驶	5
驻	6
驾	5
骂	5
骄	6
骇	7
验	3
骏	7
骑	2
骗	5
骚	7
骤	7
